"idno","Admin Agency","email","url","year","approp_title","fund_code","eligibility","bond_sale_date","bond_series_number","amount_of_bond","category","subcategory","county","state_amount","chapter_section","reversion_date","valid_encumbrance_amount","expended_amount","aipp_amount_bof","reversion_amount","appropriation_balance","last_update","icip_project_number","icip_priority_number","local_fiscal_agent","amount_obligated","project_end_date","expended_amount_state","aipp_amount","reauth_of_balance_to_new","reauth_to_project_number","reversion_amount_two","project_status","goal_milestone_last_quarter","goal_milestone_next_quarter","project_phase","current_balance","last_agency_update","last_submission_date","expended_amount_local","current_balance_local","project_status_local","project_phase_local","goal_milestone_last_quarter_local","goal_milestone_next_quarter_local","valid_contracts_in_place","no_activity_for_month","last_submission_date_local","last_update_local"
"14-1665","Environment Department","mailto:edith.gallegos1@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1665","2014","ARROYO DEL AGUA MDWA WATER SYSTEM IMPROVE","SEVERANCE TAX BONDS","","12/30/14","STB14SC","50000","Local","Water & Wastewater (water lines, wells, sewer, treatment, etc.)","Rio Arriba","50000","66 / 16/ 73","6/30/18","0","0","0","0","50000","5/26/15 0:00","","/","17022 - Arroyo Del Agua MDWA","0","***","0","0","0","","0","3/11/15: Awaiting return of grant agreement.  Grant agreement mailed to community on 2/10/15 for signatures.","Grant agreement mailed to community for signatures","Execute grant agreement","0130 - Budgeted","50000","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"14-1246","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1246","2014","SANDOVAL CO SENIOR CENTERS-VEHICLES","GENERAL OBLIGATION BONDS","COMPLIANT","***","Not Sold","0","Local","Senior Citizens","Sandoval","215000","65 / 10/A/147","6/30/18","0","0","0","0","215000","5/26/15 0:00","","/","29000 - Sandoval County","0","***","0","0","0","","0","Pending bond sale","Audit reviewed for Executive Order 2013-006 compliance","Receive notification of bond sale, await CAPBUD and initiate grant agreement process","0100 - Appropriated","215000","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"14-1466","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1466","2014","MCCOLLUM ELEM SCHL GROUNDS/PLAYGROUNDS","SEVERANCE TAX BONDS","","6/24/14","2014A","30000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","30000","66 / 13/122","6/30/18","0","29997","0","0","3","5/26/15 0:00","","/","02112 - Albuquerque Public Schools","0","***","29997","0","0","","3","Expended Amount:29,997.05 APS Revert Amount:2.95","Expended Amount:29,997.05","Submitted final RFR through OBMS to receive payment","0200 - Purchase in Process - Ad/Bid","0","5/26/15 0:00","1/13/15 0:00","29997","3","Expended Amount:29,997.05 APS Revert Amount:2.95","","Expended Amount:29,997.05","Submitted final RFR through OBMS to receive payment","TRUE","FALSE","3/3/15 0:00","3/3/15 0:00"
"14-1736","Environment Department","mailto:edith.gallegos1@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1736","2014","HATCH WELL","SEVERANCE TAX BONDS","HEALTH/SAFETY/W","6/24/14","2014A","60000","Local","Water & Wastewater (water lines, wells, sewer, treatment, etc.)","Dona Ana","60000","66 / 16/145","6/30/18","0","0","0","0","0","5/26/15 0:00","15212","2016 / 001","07002 - Hatch","0","***","0","0","60000","","0","03/12/15: Awaiting return of grant agreement. Grant agreement mailed to community for signatures on 2/10/15. Reauthorized for a change of purpose in the 2015 Legislative session.","Grant agreement sent to community.","Execute grant agreement. Assess what the available funds will complete and possibly send project to bid.","REAUT - Funds reauthorized for another","0","5/26/15 0:00","5/5/15 0:00","0","60000","Working on getting grant agreement executed.","","Fiscal agent MOU executed.","Executing grant agreement.","FALSE","FALSE","4/8/15 0:00","4/8/15 0:00"
"12-1309","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=12-1309","2012","LA PROMESA EARLY LEARNING CTR CH SCHL HVAC","SEVERANCE TAX BONDS","","6/21/12","STB12A","375000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","375000","64 / 8/ 43","6/30/16","0","345623","0","0","29377","5/26/15 0:00","","/","02133 - La Promesa Early Learning Center","0","***","374126","0","0","","0","project in progress","","","0230 - Substantial Completion - Closeout","874","5/26/15 0:00","4/6/15 0:00","0","0","","","","","","","",""
"14-1120","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1120","2014","EAGLE NEST SENIOR CENTER-MEALS EQUIP","GENERAL OBLIGATION BONDS","COMPLIANT","***","Not Sold","0","Local","Senior Citizens","Colfax","11180","65 / 10/A/ 21","6/30/18","0","0","0","0","11180","5/26/15 0:00","30127","2016 / 16","09003 - Eagle Nest","0","***","0","0","0","","0","Pending bond sale","Audit reviewed for Executive Order 2013-006 compliance","Receive notification of bond sale, await CAPBUD and initiate grant agreement process","0100 - Appropriated","11180","5/26/15 0:00","3/16/15 0:00","0","0","Not started","","n/a","n/a","FALSE","TRUE","1/14/15 0:00","2/27/15 0:00"
"14-1331","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1331","2014","ALB NORTH VALLEY SENIOR CENTER RENOVATE","SEVERANCE TAX BONDS","","6/24/14","2014A","120000","Local","Senior Citizens","Bernalillo","120000","66 /  4/  3","6/30/18","0","0","1200","0","118800","5/26/15 0:00","","/","02100 - Albuquerque","0","***","0","1200","0","","0","Pending bond sale","Audit reviewed for Executive Order 2013-006 compliance","Receive notification of bond sale, await CAPBUD and initiate grant agreement process","0100 - Appropriated","118800","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"14-1838","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1838","2014","BERN CO STORY PLAZA LOUISIANA & CENTRAL AREA","SEVERANCE TAX BONDS","","***","Not Sold","0","Local","Community Facilities","Bernalillo","100000","66 / 22/ 14","6/30/18","0","0","0","0","100000","5/26/15 0:00","","/","02000 - Bernalillo County","0","***","0","0","0","","0","/ bonds not sold in June 2014 sale","","","0100 - Appropriated","100000","","","0","0","Funds will be given to the City via an MOU.  The draft MOU has been prepared and being reviewed by Roger Paul. Grant funds will be combined with Bond funds for improvements which are currently in discussion with BC Public Works   COA 5/27/2015 CSC/CC","","Draft MOU was prepared.","Execute MOU with COA.","FALSE","FALSE","5/27/15 0:00","5/27/15 0:00"
"14-2105","Department of Transportation","mailto:AudreyS.Gonzales@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-2105","2014","TAOS REGIONAL AIRPORT HANGAR FCLTY","SEVERANCE TAX BONDS","","12/30/14","STB14SA","50000","Local","Transportation (airports, railroads)","Taos","50000","66 / 25/ 80","6/30/18","0","0","0","0","50000","5/26/15 0:00","20271","2019 / 15","20003 - Taos","50000","6/30/18","0","0","0","","0","Mailed Executed Grant Agreement D14744 to Town of Taos on 3/11/2015
Grant Agreement D14744 Executed on 3/2/2015
Grant Agreement pending signature","Grant Agreement created","Receipt of Notice of Obligation to create PO","0150 - Grant Agreement Issued","50000","5/26/15 0:00","3/27/15 0:00","0","50000","Procurement of design services","","Exectued grant agreement.","Design services under contract.","FALSE","FALSE","4/2/15 0:00","4/2/15 0:00"
"14-1662","Environment Department","mailto:edith.gallegos1@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1662","2014","TULAROSA SEWER SYSTEM IMPROVE","SEVERANCE TAX BONDS","","6/24/14","2014A","360000","Local","Water & Wastewater (water lines, wells, sewer, treatment, etc.)","Otero","360000","66 / 16/ 70","6/30/18","0","0","0","0","360000","5/26/15 0:00","","/","15003 - Tularosa","0","***","0","0","0","","0","03/11/15: Grant agreement (14-1662) was executed on 3/10/15. Community sent letter to NMED CPB requesting to use the Cooperative Education Service (CES) for procurement - received on 3/9/15. Response is pending.","Grant agreement executed","Verify procurement process with CES.","0150 - Grant Agreement Issued","360000","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"14-1870","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1870","2014","ALB RT 66 STORY PLAZA-WYOMING/SAN MATEO","SEVERANCE TAX BONDS","","6/24/14","2014A","100000","Local","Cultural Facilities (libraries, museums, arts, etc.)","Bernalillo","100000","66 / 22/ 49","6/30/18","0","0","0","0","100000","5/26/15 0:00","","/","02100 - Albuquerque","0","***","0","0","0","","0","Bonds sold June 2014. GA Issued. 08/29/2014
  0150-Grant Agreement Issued    09/03/2014","","","0150 - Grant Agreement Issued","100000","12/15/14 16:33","12/15/14 16:33","0","100000","4th Quarter 2014-Discussions between City   Bernalillo County Officials on scope and coordination of project.  MOU being prepared.  1st   2nd Quarter 2015-  MOU should be signed by the end of the quarter.","","4th Quarter 2014-Discussions between City & Bernalillo County Officials on scope and coordination of project.  MOU being prepared.","1st & 2nd Quarter 2015-  MOU should be signed by the end of the quarter.","FALSE","FALSE","4/30/15 0:00","5/1/15 0:00"
"14-2274","General Services Department","mailto:pamela.nicosin@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-2274","2014","SANTA TERESA SAFETY INSPECTION STATION--EXTEND TIM","SEVERANCE TAX BONDS REAUTH","","***","Not Sold","0","Reauthorized Project","","Dona Ana","1","64 / 28","6/30/15","0","202343","0","0","0","5/26/15 0:00","","/","99350 - General Services Department","107351","6/30/15","142618","0","0","","0","4 sub projects initiated, 2 complete 3/16/2015 at","Completed 2 sub projects","Complete remaining 2 sub projects","0220 - Project in Construction","153892","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"14-1977","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1977","2014","SAN MIGUEL CO DETENTION CTR BUILDING","SEVERANCE TAX BONDS","","6/24/14","2014A","25000","Local","Corrections Facilities","San Miguel","25000","66 / 22/170","6/30/18","0","0","0","0","25000","5/26/15 0:00","23150","2015 / 029","12000 - San Miguel County","0","***","0","0","0","","0","10-6-2014: Grant agreement issued.
  0150-Grant Agreement Issued    10/06/2014","","","0150 - Grant Agreement Issued","25000","12/15/14 16:33","12/15/14 16:33","0","0","Grant agreement has been received by County.","","Project under design.","Issue invitation to bid and make a bid award.","FALSE","TRUE","3/17/15 0:00","3/17/15 0:00"
"14-1789","Indian Affairs Department","mailto:rosemary.whitegeese@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1789","2014","TESUQUE PUEBLO POLICE BLDG STABILIZATION","SEVERANCE TAX BONDS","","6/24/14","2014A","130100","Local","Law Enforcement & Public Safety","Santa Fe","130100","66 / 19/ 47","6/30/18","0","0","1301","0","128799","5/26/15 0:00","","/","01006 - Tesuque Pueblo","130100","6/30/18","0","1301","0","","0","IAD is working of EO13 006 compliance.IGA has been drafted.  Scope of work and budget has been requested.","EO13 006 completed, IGAs processed.","IGA processed, appropriation budgeted and project able to begin.","0100 - Appropriated","128799","5/26/15 0:00","3/26/15 0:00","0","0","","","","","","","",""
"14-1800","Interstate Stream Commission","","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1800","2014","ACEQUIA SAN RAFAEL DEL GUIQUE IMPROVE","SEVERANCE TAX BONDS","","6/24/14","2014A","35000","Local","Acequias & Dams (rivers, conservation)","Rio Arriba","35000","66 / 21/  9","6/30/18","0","0","0","0","35000","5/26/15 0:00","","/","33016 - Acequia de San Rafael de Guique","0","***","0","0","0","","0","Met EO certifications, STB sold. CIP agreement fully executed, funds encumbered.","","","0130 - Budgeted","35000","5/26/15 0:00","1/29/15 0:00","0","0","","","","","","","",""
"14-1981","Department of Finance and Administration","mailto:JoleneM.Slowen@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1981","2014","BERNALILLO CORONADO LL IMPROVE","SEVERANCE TAX BONDS","","12/30/14","STB14SA","100000","Local","Community Facilities","Sandoval","100000","66 / 22/176","6/30/18","0","0","0","0","100000","5/26/15 0:00","","/","29001 - Bernalillo","0","***","0","0","0","","0","8-29-2014: Grant Agreement issued.
  0150-Grant Agreement Issued    08/29/2014","","","0150 - Grant Agreement Issued","100000","12/15/14 16:33","12/15/14 16:33","0","100000","Preliminary design agreement approved by DFA","","","Final Design Phase","TRUE","FALSE","5/29/15 0:00","5/29/15 0:00"
"14-1826","Interstate Stream Commission","","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1826","2014","MIDDLE RIO GRANDE CONSERVANCY DIST HABITAT RESTORE","SEVERANCE TAX BONDS","","6/24/14","2014A","450000","Local","Acequias & Dams (rivers, conservation)","Multiple","450000","66 / 21/ 35","6/30/18","0","48159","0","0","401841","5/26/15 0:00","","/","01000 - Santa Fe County","0","***","400","0","0","","0","Ongoing","Completed topographic surveys and hydrologic modeling for the San Acacia reach.  Met with collaborators, including the MRGCD, to align projects and develop schedule.","Complete all hydrologic modeling and surveys, finalize schedule and prepare draft environmental compliance documents.","0175 - Project Planning","449600","5/26/15 0:00","3/11/15 0:00","0","0","","","","","","","",""
"14-1209","Aging and Long Term Services Department","mailto:rebeccas.martinez@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1209","2014","BLOOMFIELD SENIOR CENTER-VEHICLES","GENERAL OBLIGATION BONDS","NOT COMPLIANT","***","Not Sold","0","Local","Senior Citizens","San Juan","48000","65 / 10/A/110","6/30/18","0","0","0","0","48000","5/26/15 0:00","","/","16002 - Bloomfield","0","***","0","0","0","","0","Pending bond sale","Audit reviewed for Executive Order 2013-006 compliance","Receive notification of bond sale, await CAPBUD and initiate grant agreement process","0100 - Appropriated","48000","5/26/15 0:00","3/16/15 0:00","0","0","","","","","","","",""
"14-1753","Indian Affairs Department","mailto:rosemary.whitegeese@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1753","2014","LAGUNA PUEBLO K'AWAIKA CAMPUS INFRA","SEVERANCE TAX BONDS","","6/24/14","2014A","100000","Local","Community Facilities","Cibola","100000","66 / 19/  7","6/30/18","0","0","0","0","100000","5/26/15 0:00","","/","33005 - Laguna Pueblo","0","***","0","0","0","","0","IAD working of EO13 006 compliance. IGA signed 1/20/2015.  Scope of work and budget has been received.","Complete EO13 006 review, IGAs processed, appropriation budgeted and project able to begin.","Project to begin.","0150 - Grant Agreement Issued","100000","5/26/15 0:00","3/26/15 0:00","0","0","FONSI posted 4/7/15.","","Pre-bid Meeting held 4/16/15. Bids due 4/24/15.","Tribal staff/council presentations scheduled for May 2015","FALSE","TRUE","5/5/15 0:00","5/5/15 0:00"
"14-1484","Public Education Department","mailto:Christopher.Thweatt@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1484","2014","PAINTED SKY ELEM SCHL INFO TECH","SEVERANCE TAX BONDS","","6/24/14","2014A","50000","Local","Public Schools, Charter Schools & Special Schools (facilities, equipment","Bernalillo","50000","66 / 13/140","6/30/16","0","50000","0","0","0","5/26/15 0:00","","/","02112 - Albuquerque Public Schools","0","***","50000","0","0","","0","Project complete.","Expended Amount:50,000.00","Submitted final RFR through OBMS to receive payment","0240 - Project Complete","0","5/26/15 0:00","1/13/15 0:00","50000","43602","Expended Amount:50,000.00","","Expended Amount:50,000.00","Submitted final RFR through OBMS to receive payment","TRUE","FALSE","1/7/15 0:00","1/8/15 0:00"
"14-1756","Indian Affairs Department","mailto:rosemary.whitegeese@state.nm.us","http://cpms.dfa.state.nm.us/doShowAppropriations.aspx?pid=14-1756","2014","CHICHILTAH CHP HOUSE/ADMIN OFFICE RENOVATE","SEVERANCE TAX BONDS","","6/24/14","2014A","150000","Local","Community Facilities","McKinley","150000","66 / 19/ 10","6/30/18","0","0","1500","0","148500","5/26/15 0:00","1","2014 / 01","13007 - ChiChiltah Chapter","0","***","0","1500","0","","0","IAD working on EO13 006 compliance. IGAs have been drafted, scope of work and budgets has been requested.","Contract in process, construction documents being drafted.","Appropriation budgeted and project able to begin.","0100 - Appropriated","148500","5/26/15 0:00","3/26/15 0:00","0","0","Contract to Idigenous Disign Studio   Architecture, LLC, ABQ, NM. is under final revision to be reviewed by","","4-24-15.Contract pending signatures to complete the NN 164","Contract pending Navajo Nation Dept of Justice Review.","TRUE","FALSE","5/29/15 0:00","5/29/15 0:00"
